"Name","Created","Runtime","End Time","Notes","Updated","Tags","test_acc","test_acc_epoch","test_acc_step","test_loss","test_loss_epoch","test_loss_step","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","x1_test_acc","x1_val_acc","x2_test_acc","x2_val_acc"
"eager-music-215","2024-03-08T03:14:26.000Z","339","2024-03-08T03:20:05.000Z","-","2024-03-08T03:20:05.000Z","","0.7501838803291321","0.7501533031463623","0.8000000715255737","0.7300282120704651","0.7301101088523865","0.596209704875946","0.7622351050376892","0.8461538553237915","0.7035477757453918","0.692950963973999","0.7766438722610474","0.7767555713653564","0.6551724076271057","0.6732654571533203","0.6731732487678528","0.7734259366989136","0.7504902482032776","0.7797076106071472","0.755085825920105","0.782158613204956"
"silvery-firefly-224","2024-03-08T03:14:26.000Z","338","2024-03-08T03:20:04.000Z","-","2024-03-08T03:20:04.000Z","","0.7485498189926147","0.7486204504966736","0.6333333849906921","0.7448412179946899","0.7446646094322205","1.032464623451233","0.7637680768966675","0.692307710647583","0.6988644003868103","0.7834284901618958","0.764114260673523","0.7641827464103699","0.6896551847457886","0.7026427388191223","0.7024484276771545","0.9140540957450868","0.7424224019050598","0.7656461000442505","0.7519199252128601","0.7665019035339355"
"solar-sponge-226","2024-03-08T03:14:26.000Z","337","2024-03-08T03:20:03.000Z","-","2024-03-08T03:20:03.000Z","","0.7553921937942505","0.7553648352622986","0.8000000715255737","0.7212455868721008","0.7213041186332703","0.6257100105285645","0.7603955268859863","0.8461538553237915","0.7058858871459961","0.6595364809036255","0.7856872081756592","0.7856485843658447","0.8275861740112305","0.6636675000190735","0.6637468338012695","0.577422022819519","0.7593750357627869","0.7832044959068298","0.7563113570213318","0.7890573143959045"
"deep-fog-222","2024-03-08T03:14:26.000Z","335","2024-03-08T03:20:01.000Z","-","2024-03-08T03:20:01.000Z","","0.7603554129600525","0.7602697610855103","0.9000000357627869","0.7171168923377991","0.717308759689331","0.4043802917003632","0.7611619830131531","0.692307710647583","0.7045379877090454","0.7068997621536255","0.77483731508255","0.7749156951904297","0.6896551847457886","0.6889660358428955","0.6886022686958313","1.084493637084961","0.7603554129600525","0.7729990482330322","0.7649510502815247","0.774224579334259"
"noble-yogurt-221","2024-03-08T03:14:26.000Z","337","2024-03-08T03:20:03.000Z","-","2024-03-08T03:20:03.000Z","","0.7703839540481567","0.770386278629303","0.7666667103767395","0.6933545470237732","0.6933517456054688","0.6981567144393921","0.7612003087997437","0.9230769872665404","0.7025485038757324","0.4110435843467712","0.7651602029800415","0.765102744102478","0.8275861740112305","0.7143875360488892","0.7145764827728271","0.5089258551597595","0.7685457468032837","0.7703685760498047","0.7740604281425476","0.7660793662071228"
"stellar-snowflake-223","2024-03-08T03:14:26.000Z","333","2024-03-08T03:19:59.000Z","-","2024-03-08T03:19:59.000Z","","0.7629698514938354","0.7630288004875183","0.6666666865348816","0.7112954258918762","0.7111825942993164","0.8951273560523987","0.7631548643112183","0.8461538553237915","0.7001500129699707","0.431837797164917","0.7525989413261414","0.7525299191474915","0.8275861740112305","0.723054826259613","0.7231338024139404","0.6372133493423462","0.7580679059028625","0.757500946521759","0.7641953229904175","0.7547435760498047"
"golden-morning-211","2024-03-08T03:14:26.000Z","339","2024-03-08T03:20:05.000Z","-","2024-03-08T03:20:05.000Z","","0.7795547842979431","0.7795830965042114","0.7333333492279053","0.6855913400650024","0.6856321692466736","0.6188253164291382","0.7595906853675842","0.8461538553237915","0.7050243020057678","0.525465726852417","0.7677907347679138","0.7678626179695129","0.6896551847457886","0.7078577876091003","0.7077215313911438","0.8560959100723267","0.7817197442054749","0.7687098383903503","0.7777165770530701","0.7733054161071777"
"crimson-paper-226","2024-03-08T03:14:26.000Z","339","2024-03-08T03:20:05.000Z","-","2024-03-08T03:20:05.000Z","","0.7553921937942505","0.7553648352622986","0.8000000715255737","0.7145496606826782","0.7145791053771973","0.6662302613258362","0.7622734308242798","0.6153846383094788","0.7015469074249268","1.0042020082473757","0.7648854851722717","0.7647960782051086","0.8620689511299133","0.7089552283287048","0.7091411352157593","0.5068233013153076","0.7572304606437683","0.7660793662071228","0.7606209516525269","0.7694810628890991"
"fanciful-water-214","2024-03-08T03:14:26.000Z","333","2024-03-08T03:19:59.000Z","-","2024-03-08T03:19:59.000Z","","0.7627043128013611","0.7627222537994385","0.7333333492279053","0.706183135509491","0.7061578035354614","0.7474569082260132","0.7626566290855408","0.8461538553237915","0.7006973624229431","0.39383405447006226","0.7629839181900024","0.7629561424255371","0.7931034564971924","0.7246169447898865","0.724653422832489","0.68505859375","0.7617852091789246","0.7623711824417114","0.7660947442054749","0.7663540244102478"
"light-deluge-212","2024-03-08T03:14:26.000Z","335","2024-03-08T03:20:01.000Z","-","2024-03-08T03:20:01.000Z","","0.7672998905181885","0.7673206329345703","0.7333333492279053","0.688889741897583","0.6888787746429443","0.7064351439476013","0.7613152861595154","0.46153849363327026","0.7053068280220032","1.343364953994751","0.7692380547523499","0.7690892219543457","0.931034505367279","0.6977855563163757","0.6980327367782593","0.4291108250617981","0.7645425796508789","0.7680125832557678","0.7718954682350159","0.771932065486908"
